reporting_name	query_name	uti	total_mr_pub_count	
Ambrosiella batrae	Ambrosiella batrae	0	0	
Wuhan insect virus 14	Wuhan insect virus 14	0	0	
Tepidibacillus decaturensis	Tepidibacillus decaturensis	0	0	
Lacibacter daechungensis	Lacibacter daechungensis	0	0	
Molossus molossus circovirus 4	Molossus molossus circovirus 4	0	0	
Pseudomonas phage MPK7	Pseudomonas phage MPK7	0	0	
Beet soil-borne mosaic virus	Beet soil-borne mosaic virus	0	0	
Sporomusa aerivorans	Sporomusa aerivorans	0	0	
Aestuariibaculum scopimerae	Aestuariibaculum scopimerae	0	0	
Citrobacter phage CR44b	Citrobacter phage CR44b	0	0	
Closteroviridae	Closteroviridae	0	0	
Hubei picorna-like virus 53	Hubei picorna-like virus 53	0	0	
Ledantevirus	Ledantevirus	0	0	
Paracoccus thiocyanatus	Paracoccus thiocyanatus	0	0	
Sewage-associated circular DNA virus-1	Sewage-associated circular DNA virus-1	0	0	
Zhongshania antarctica	Zhongshania antarctica	0	0	
Thermasporomyces composti	Thermasporomyces composti	0	0	
Atkinsonella hypoxylon virus	Atkinsonella hypoxylon virus	0	0	
Bacillus phage phBC6A52	Bacillus phage phBC6A52	0	0	
Chromobacterium haemolyticum	Chromobacterium haemolyticum	0	0	
Hubei toti-like virus 22	Hubei toti-like virus 22	0	0	
Halothiobacillus kellyi	Halothiobacillus kellyi	0	0	
Hubei sobemo-like virus 27	Hubei sobemo-like virus 27	0	0	
Pedobacter petrophilus	Pedobacter petrophilus	0	0	
Porcine rubulavirus	Porcine rubulavirus	0	0	
Shigella phage Sf20	Shigella phage Sf20	0	0	
Simian adenovirus B	Simian adenovirus B	0	0	
Wenling crustacean virus 11	Wenling crustacean virus 11	0	0	
Amanita brunnescens	Amanita brunnescens	0	0	
Nosema ceranae	Nosema ceranae	0	0	
Hubei tetragnatha maxillosa virus 8	Hubei tetragnatha maxillosa virus 8	0	0	
Lactobacillus paralimentarius	Lactobacillus paralimentarius	0	0	
Methylococcus capsulatus	Methylococcus capsulatus	0	0	
Arthrobacter phage Kitkat	Arthrobacter phage Kitkat	0	0	
Humibacter antri	Humibacter antri	0	0	
Limonomyces roseipellis	Limonomyces roseipellis	0	0	
Sclerotinia sclerotiorum phlebo-like virus 1	Sclerotinia sclerotiorum phlebo-like virus 1	0	0	
Wuhan insect virus 21	Wuhan insect virus 21	0	0	
Bernal13virus	Bernal13virus	0	0	
Coxsackievirus A14	Coxsackievirus A14	0	0	
Bradyrhizobium centrosematis	Bradyrhizobium centrosematis	0	0	
Aspergillus oryzae	Aspergillus oryzae	0	0	
Duck circovirus	Duck circovirus	0	0	
Marine RNA virus PAL128	Marine RNA virus PAL128	0	0	
Klebsiella phage PKO111	Klebsiella phage PKO111	0	0	
Smittium megazygosporum	Smittium megazygosporum	0	0	
Synechococcus elongatus	Synechococcus elongatus	0	0	
Pigeon aviadenovirus A	Pigeon aviadenovirus A	0	0	
Deltapapillomavirus 2	Deltapapillomavirus 2	0	0	
Ogataea histrianica	Ogataea histrianica	0	0	
Oriboca virus	Oriboca virus	0	0	
Placidiopsis cartilaginea	Placidiopsis cartilaginea	0	0	
Synechococcus phage SPGM99-10	Synechococcus phage SPGM99-10	0	0	
Capniomyces sasquatchoides	Capniomyces sasquatchoides	0	0	
Cyanophage MED4-117	Cyanophage MED4-117	0	0	
Enamovirus	Enamovirus	0	0	
Pseudomonas savastanoi	Pseudomonas savastanoi	0	0	
Vibrio pelagius	Vibrio pelagius	0	0	
Malvastrum yellow vein Baoshan virus	Malvastrum yellow vein Baoshan virus	0	0	
Streptomyces crystallinus	Streptomyces crystallinus	0	0	
Cliostomum griffithii	Cliostomum griffithii	0	0	
Gannoruwa bat lyssavirus	Gannoruwa bat lyssavirus	0	0	
Wenzhou picorna-like virus 24	Wenzhou picorna-like virus 24	0	0	
ssRNA virus-like 5	ssRNA virus-like 5	0	0	
Lactobacillus acidophilus	Lactobacillus acidophilus	17	17	
Bromus catharticus striate mosaic virus	Bromus catharticus striate mosaic virus	0	0	
Eionea nigra	Eionea nigra	0	0	
Escherichia phage phi467	Escherichia phage phi467	0	0	
Grosmannia piceaperda	Grosmannia piceaperda	0	0	
Mediterranean phage MEDS1 group	Mediterranean phage MEDS1 group	0	0	
Streptomyces gobitricini	Streptomyces gobitricini	0	0	
Tobacco leaf curl Zimbabwe virus	Tobacco leaf curl Zimbabwe virus	0	0	
Pichia myanmarensis (Wickerhamomyces myanmarensis)	(Pichia myanmarensis) OR (Wickerhamomyces myanmarensis)	0	0	
Cribrihabitans marinus	Cribrihabitans marinus	0	0	
Human associated gemykibivirus 2	Human associated gemykibivirus 2	0	0	
Leptobacterium flavescens	Leptobacterium flavescens	0	0	
Leeuwenhoekiella nanhaiensis	Leeuwenhoekiella nanhaiensis	0	0	
Phytohabitans flavus	Phytohabitans flavus	0	0	
Sauropus leaf curl virus	Sauropus leaf curl virus	0	0	
Spirosoma lituiforme	Spirosoma lituiforme	0	0	
Streptococcus phage phi20c	Streptococcus phage phi20c	0	0	
Campanella subdendrophora	Campanella subdendrophora	0	0	
Cervus elaphus papillomavirus 1	Cervus elaphus papillomavirus 1	0	0	
Mycobacterium phage SweetiePie	Mycobacterium phage SweetiePie	0	0	
Raillietina tetragona	Raillietina tetragona	0	0	
Streptomyces endophyticus	Streptomyces endophyticus	0	0	
Coccolithovirus	Coccolithovirus	0	0	
Streptomyces flavofuscus	Streptomyces flavofuscus	0	0	
Clostridium alcaliphilum	Clostridium alcaliphilum	0	0	
Pineapple mealybug wilt-associated virus 3	Pineapple mealybug wilt-associated virus 3	0	0	
Sida yellow vein virus	Sida yellow vein virus	0	0	
Albifimbria verrucaria	Albifimbria verrucaria	0	0	
Escherichia virus E112	Escherichia virus E112	0	0	
Hubei toti-like virus 21	Hubei toti-like virus 21	0	0	
Muribacter muris	Muribacter muris	0	0	
Amycolatopsis nigrescens	Amycolatopsis nigrescens	0	0	
Heliobacterium gestii	Heliobacterium gestii	0	0	
Vibrio nereis	Vibrio nereis	0	0	
Brachybacterium phenoliresistens	Brachybacterium phenoliresistens	0	0	
Formosa algae	Formosa algae	0	0	
Meyerozyma caribbica	Meyerozyma caribbica	0	0	
Rhizobium mesosinicum	Rhizobium mesosinicum	0	0	
Olive latent virus 3	Olive latent virus 3	0	0	
Pleurostoma repens	Pleurostoma repens	0	0	
Metarhizium marquandii	Metarhizium marquandii	0	0	
Norway phlebovirus 1	Norway phlebovirus 1	0	0	
Pseudomonas virus 73	Pseudomonas virus 73	0	0	
Tolypothrix bouteillei	Tolypothrix bouteillei	0	0	
Roseovarius azorensis	Roseovarius azorensis	0	0	
Sclerotium hydrophilum virus 2	Sclerotium hydrophilum virus 2	0	0	
Staphylococcus phage IME1365_01	Staphylococcus phage IME1365_01	0	0	
Iotapapillomavirus 1	Iotapapillomavirus 1	0	0	
Lates calcarifer nervous necrosis virus	Lates calcarifer nervous necrosis virus	0	0	
Mycobacterium phage Donovan	Mycobacterium phage Donovan	0	0	
Nocardioides echinoideorum	Nocardioides echinoideorum	0	0	
Phormidesmis priestleyi	Phormidesmis priestleyi	0	0	
Batistopsora pistila	Batistopsora pistila	0	0	
Malvastrum yellow vein Chitwan betasatellite	Malvastrum yellow vein Chitwan betasatellite	0	0	
Mycobacterium phage Phreak	Mycobacterium phage Phreak	0	0	
Mitsuaria chitosanitabida	Mitsuaria chitosanitabida	0	0	
Pseudonocardia petroleophila	Pseudonocardia petroleophila	0	0	
Synechococcus phage ACG-2014g	Synechococcus phage ACG-2014g	0	0	
Thermus yunnanensis	Thermus yunnanensis	0	0	
Klebsiella phage K11	Klebsiella phage K11	0	0	
Gordonia phage Attis	Gordonia phage Attis	0	0	
Saimiri boliviensis polyomavirus 1	Saimiri boliviensis polyomavirus 1	0	0	
Vibrio phage 2.159.B._10N.261.46.F12	Vibrio phage 2.159.B._10N.261.46.F12	0	0	
Resinicium chiricahuaense	Resinicium chiricahuaense	0	0	
Endobacter medicaginis	Endobacter medicaginis	0	0	
Devosia lucknowensis	Devosia lucknowensis	0	0	
Ferritrophicum radicicola	Ferritrophicum radicicola	0	0	
Synechococcus phage S-SSM5	Synechococcus phage S-SSM5	0	0	
Wenzhou channeled applesnail virus 4	Wenzhou channeled applesnail virus 4	0	0	
Hubei tetragnatha maxillosa virus 2	Hubei tetragnatha maxillosa virus 2	0	0	
Lactobacillus ruminis	Lactobacillus ruminis	0	0	
Agromyces marinus	Agromyces marinus	0	0	
Banana mosaic virus	Banana mosaic virus	0	0	
Cyanophage P-SSP2	Cyanophage P-SSP2	0	0	
Labrus bergylta betanodavirus	Labrus bergylta betanodavirus	0	0	
Senegalese sole Iberian betanodavirus	Senegalese sole Iberian betanodavirus	0	0	
Streptomyces bottropensis	Streptomyces bottropensis	0	0	
Turneriella parva	Turneriella parva	0	0	
Myoviridae	Myoviridae	1	1	
Acinetobacter phage vB_AbaS_TRS1	Acinetobacter phage vB_AbaS_TRS1	0	0	
Actinokineospora inagensis	Actinokineospora inagensis	0	0	
Tamaricihabitans halophyticus	Tamaricihabitans halophyticus	0	0	
Tomato leaf curl Diana virus	Tomato leaf curl Diana virus	0	0	
Corynebacterium aurimucosum	Corynebacterium aurimucosum	3	3	
Trimorphomyces papilionaceus	Trimorphomyces papilionaceus	0	0	
Jatropha yellow mosaic virus	Jatropha yellow mosaic virus	0	0	
Aeropyrum pernix spindle-shaped virus 1	Aeropyrum pernix spindle-shaped virus 1	0	0	
Ancalomicrobium adetum	Ancalomicrobium adetum	0	0	
Nakamurella multipartita	Nakamurella multipartita	0	0	
Microbispora siamensis	Microbispora siamensis	0	0	
Phaeotremella fagi	Phaeotremella fagi	0	0	
Actinoplanes couchii	Actinoplanes couchii	0	0	
Candida sequanensis	Candida sequanensis	0	0	
Mycobacterium conspicuum	Mycobacterium conspicuum	0	0	
Kocuria oceani	Kocuria oceani	0	0	
Streptomyces atrolaccus	Streptomyces atrolaccus	0	0	
Halophage eHP-31	Halophage eHP-31	0	0	
Pseudombrophila guldeniae	Pseudombrophila guldeniae	0	0	
Escherichia phage vB_Eco_slurp01	Escherichia phage vB_Eco_slurp01	0	0	
Fusarium poae mitovirus 1	Fusarium poae mitovirus 1	0	0	
Neottiella vivida	Neottiella vivida	0	0	
Sarcocystis turdusi	Sarcocystis turdusi	0	0	
Rinderpest morbillivirus	Rinderpest morbillivirus	0	0	
Stereocaulon rivulorum	Stereocaulon rivulorum	0	0	
Streptomyces avicenniae	Streptomyces avicenniae	0	0	
Helicobacter fennelliae	Helicobacter fennelliae	1	1	
Eremascus albus	Eremascus albus	0	0	
Human papillomavirus 2c	Human papillomavirus 2c	0	0	
Treponema zioleckii	Treponema zioleckii	0	0	
Amycolatopsis thailandensis	Amycolatopsis thailandensis	0	0	
Campylobacter showae	Campylobacter showae	0	0	
Gigaspora margarita mitovirus 3	Gigaspora margarita mitovirus 3	0	0	
Highlands J virus	Highlands J virus	0	0	
Maize rough dwarf virus	Maize rough dwarf virus	0	0	
Marinobacter goseongensis	Marinobacter goseongensis	0	0	
Nesterenkonia halophila	Nesterenkonia halophila	0	0	
Pseudoclavibacter helvolus	Pseudoclavibacter helvolus	0	0	
Corynebacterium ulcerans	Corynebacterium ulcerans	1	1	
Bacillus subterraneus	Bacillus subterraneus	0	0	
Flavobacterium anseonense	Flavobacterium anseonense	0	0	
Mycobacterium phage Frankie	Mycobacterium phage Frankie	0	0	
Metahyphopichia laotica	Metahyphopichia laotica	0	0	
Mycobacterium virus PackMan	Mycobacterium virus PackMan	0	0	
Propionibacterium phage PHL082M00	Propionibacterium phage PHL082M00	0	0	
Changjiang zhaovirus-like virus 1	Changjiang zhaovirus-like virus 1	0	0	
Enterococcus viikkiensis	Enterococcus viikkiensis	0	0	
Mycoplasma cottewii	Mycoplasma cottewii	0	0	
Mycobacterium virus Avani	Mycobacterium virus Avani	0	0	
Menangle virus	Menangle virus	0	0	
Streptococcus phage IPP46	Streptococcus phage IPP46	0	0	
Alternaria zinniae dsRNA element	Alternaria zinniae dsRNA element	0	0	
Brachyspira canis	Brachyspira canis	0	0	
Celerioriella dura	Celerioriella dura	0	0	
Desulfotomaculum varum	Desulfotomaculum varum	0	0	
Gordonia phage GMA1	Gordonia phage GMA1	0	0	
Hubei tombus-like virus 17	Hubei tombus-like virus 17	0	0	
Jannaschia faecimaris	Jannaschia faecimaris	0	0	
Salmonella phage vB_SosS_Oslo	Salmonella phage vB_SosS_Oslo	0	0	
Pseudomaricurvus alkylphenolicus	Pseudomaricurvus alkylphenolicus	0	0	
Mycoplasma fermentans	Mycoplasma fermentans	20	20	
Taphrina johansonii	Taphrina johansonii	0	0	
Absidia psychrophilia	Absidia psychrophilia	0	0	
Barur ledantevirus	Barur ledantevirus	0	0	
Bacillus pervagus	Bacillus pervagus	0	0	
Caulobacter phage Ccr32	Caulobacter phage Ccr32	0	0	
Hubei bunya-like virus 11	Hubei bunya-like virus 11	0	0	
Neorhizobium huautlense	Neorhizobium huautlense	0	0	
Tenacibaculum skagerrakense	Tenacibaculum skagerrakense	0	0	
Beihai picorna-like virus 38	Beihai picorna-like virus 38	0	0	
Burkholderia dabaoshanensis	Burkholderia dabaoshanensis	0	0	
Guyparkeria halophila	Guyparkeria halophila	0	0	
Canine morbillivirus	Canine morbillivirus	0	0	
Melbournevirus	Melbournevirus	0	0	
Volvariella lepiotospora	Volvariella lepiotospora	0	0	
Tatumella citrea	Tatumella citrea	0	0	
Wenzhou gastropodes virus 2	Wenzhou gastropodes virus 2	0	0	
Acanthocystis turfacea Chlorella virus Br0604L	Acanthocystis turfacea Chlorella virus Br0604L	0	0	
Caenorhabditis virilis	Caenorhabditis virilis	0	0	
Geobacillus vulcani	Geobacillus vulcani	0	0	
Gordonia phage Obliviate	Gordonia phage Obliviate	0	0	
Kluyveromyces lactis	Kluyveromyces lactis	0	0	
Mastodia tessellata	Mastodia tessellata	0	0	
Mycobacterium phage Iracema64	Mycobacterium phage Iracema64	0	0	
Plantago mottle virus	Plantago mottle virus	0	0	
Streptococcus loxodontisalivarius	Streptococcus loxodontisalivarius	0	0	
Clostridium intestinale	Clostridium intestinale	0	0	
Tomato leaf curl Laguna betasatellite	Tomato leaf curl Laguna betasatellite	0	0	
Blueberry fruit drop associated virus	Blueberry fruit drop associated virus	0	0	
Biatora subduplex	Biatora subduplex	0	0	
Citrus sudden death-associated virus	Citrus sudden death-associated virus	0	0	
Deinococcus grandis	Deinococcus grandis	0	0	
Gaetbulibacter jejuensis	Gaetbulibacter jejuensis	0	0	
Lily virus A	Lily virus A	0	0	
Gymnopus dryophilus	Gymnopus dryophilus	0	0	
Rat minute virus	Rat minute virus	0	0	
Solea solea betanodavirus	Solea solea betanodavirus	0	0	
Bacillus mesonae	Bacillus mesonae	0	0	
Dianthovirus	Dianthovirus	0	0	
Desulfitispora elongata	Desulfitispora elongata	0	0	
Jenstvirus	Jenstvirus	0	0	
Sanxia picorna-like virus 11	Sanxia picorna-like virus 11	0	0	
Bifidobacterium biavatii	Bifidobacterium biavatii	0	0	
Murine xenotropic virus NZB	Murine xenotropic virus NZB	0	0	
Pilobolus umbonatus	Pilobolus umbonatus	0	0	
Burkholderia humi	Burkholderia humi	0	0	
Hubei narna-like virus 16	Hubei narna-like virus 16	0	0	
Planktomarina temperata	Planktomarina temperata	0	0	
Desulfuromusa kysingii	Desulfuromusa kysingii	0	0	
Porphyromonas uenonis	Porphyromonas uenonis	0	0	
Pseudomonas lurida	Pseudomonas lurida	0	0	
Algoriphagus yeomjeoni	Algoriphagus yeomjeoni	0	0	
Dragonfly larvae associated circular virus-10	Dragonfly larvae associated circular virus-10	0	0	
Hubei noda-like virus 1	Hubei noda-like virus 1	0	0	
Megamonas hypermegale	Megamonas hypermegale	0	0	
Mycobacterium phage Terminus	Mycobacterium phage Terminus	0	0	
Passalora bellynckii	Passalora bellynckii	0	0	
Thiobacillus sajanensis	Thiobacillus sajanensis	0	0	
Tomato yellow distortion leaf virus	Tomato yellow distortion leaf virus	0	0	
Wenling picobirna-like virus 1	Wenling picobirna-like virus 1	0	0	
Wuhan Insect virus 3	Wuhan Insect virus 3	0	0	
Halomonas glaciei	Halomonas glaciei	0	0	
Hymenobacter daecheongensis	Hymenobacter daecheongensis	0	0	
Lactobacillus herbarum	Lactobacillus herbarum	0	0	
Streptobacillus hongkongensis	Streptobacillus hongkongensis	0	0	
Cladophialophora australiensis	Cladophialophora australiensis	0	0	
Grapevine virus B	Grapevine virus B	0	0	
Nonomuraea purpurea	Nonomuraea purpurea	0	0	
Passionfruit leaf distortion virus	Passionfruit leaf distortion virus	0	0	
Prochlorococcus phage MED4-184	Prochlorococcus phage MED4-184	0	0	
Capillovirus	Capillovirus	0	0	
Halorhodospira neutriphila	Halorhodospira neutriphila	0	0	
Mycobacterium phage Urkel	Mycobacterium phage Urkel	0	0	
Sulfolobus monocaudavirus SMV4	Sulfolobus monocaudavirus SMV4	0	0	
Breznakia blatticola	Breznakia blatticola	0	0	
Jamestown Canyon-like virus	Jamestown Canyon-like virus	0	0	
Mycoplasma mucosicanis	Mycoplasma mucosicanis	0	0	
Pontibacter deserti	Pontibacter deserti	0	0	
Purpureocillium lilacinum	Purpureocillium lilacinum	0	0	
Treponema berlinense	Treponema berlinense	0	0	
Endive necrotic mosaic virus	Endive necrotic mosaic virus	0	0	
Nonagvirus	Nonagvirus	0	0	
Pseudomonas phage phiIBB-PF7A	Pseudomonas phage phiIBB-PF7A	0	0	
Solenopsis invicta virus 2	Solenopsis invicta virus 2	0	0	
Vibrio phage fs2	Vibrio phage fs2	0	0	
Gangjinia marincola	Gangjinia marincola	0	0	
Human bocavirus 2	Human bocavirus 2	0	0	
Ixodes scapularis associated virus-5	Ixodes scapularis associated virus-5	0	0	
Novosphingobium panipatense	Novosphingobium panipatense	0	0	
Oceanimonas doudoroffii	Oceanimonas doudoroffii	0	0	
Pseudomonas virus LKO4	Pseudomonas virus LKO4	0	0	
Salibacterium qingdaonense	Salibacterium qingdaonense	0	0	
Wenling crustacean virus 2	Wenling crustacean virus 2	0	0	
Streptococcus phage IPP9	Streptococcus phage IPP9	0	0	
Enterococcus saccharolyticus	Enterococcus saccharolyticus	0	0	
Faecalicatena contorta	Faecalicatena contorta	0	0	
Marinospirillum insulare	Marinospirillum insulare	0	0	
Staphylococcus phage StB27	Staphylococcus phage StB27	0	0	
Hubei diptera virus 19	Hubei diptera virus 19	0	0	
Staphylococcus phage SN11	Staphylococcus phage SN11	0	0	
Streptococcus phage P7601	Streptococcus phage P7601	0	0	
Yam mild mosaic virus	Yam mild mosaic virus	0	0	
Wenzhou picorna-like virus 36	Wenzhou picorna-like virus 36	0	0	
Acinetobacter seohaensis	Acinetobacter seohaensis	0	0	
Avisivirus AVE052/AsV	Avisivirus AVE052/AsV	0	0	
Azospirillum phage Cd	Azospirillum phage Cd	0	0	
Beihai narna-like virus 18	Beihai narna-like virus 18	0	0	
Halteromyces radiatus	Halteromyces radiatus	0	0	
Wphvirus	Wphvirus	0	0	
Candida lusitaniae (Clavispora lusitaniae)	(Candida lusitaniae) OR (Clavispora lusitaniae)	12	12	
Escherichia phage VB_EcoS-Golestan	Escherichia phage VB_EcoS-Golestan	0	0	
Pan troglodytes polyomavirus 3	Pan troglodytes polyomavirus 3	0	0	
Streptococcus caprae	Streptococcus caprae	0	0	
Halobacillus mangrovi	Halobacillus mangrovi	0	0	
Human papillomavirus 120	Human papillomavirus 120	0	0	
Macacine gammaherpesvirus 5	Macacine gammaherpesvirus 5	0	0	
Riemerella phage RAP44	Riemerella phage RAP44	0	0	
Cafeteriavirus-dependent mavirus	Cafeteriavirus-dependent mavirus	0	0	
Caloramator australicus	Caloramator australicus	0	0	
Escherichia phage K1-ind(3)	Escherichia phage K1-ind(3)	0	0	
Gammapapillomavirus 11	Gammapapillomavirus 11	0	0	
Salmonella phage epsilon34	Salmonella phage epsilon34	0	0	
Sewage-associated circular DNA virus-12	Sewage-associated circular DNA virus-12	0	0	
Hubei sobemo-like virus 26	Hubei sobemo-like virus 26	0	0	
Streptomyces costaricanus	Streptomyces costaricanus	0	0	
Changjiang picorna-like virus 1	Changjiang picorna-like virus 1	0	0	
Sparassis latifolia	Sparassis latifolia	0	0	
Devriesia staurophora	Devriesia staurophora	0	0	
Melampsora ricini	Melampsora ricini	0	0	
Mycobacterium phage Bruin	Mycobacterium phage Bruin	0	0	
Pluteus cinereofuscus	Pluteus cinereofuscus	0	0	
Paenibacillus salinicaeni	Paenibacillus salinicaeni	0	0	
Thermotoga petrophila	Thermotoga petrophila	0	0	
Trichodesmium thiebautii	Trichodesmium thiebautii	0	0	
Yersinia phage fPS-52	Yersinia phage fPS-52	0	0	
Algoriphagus locisalis	Algoriphagus locisalis	0	0	
Paenibacillus mendelii	Paenibacillus mendelii	0	0	
Pediococcus stilesii	Pediococcus stilesii	0	0	
Streptomyces brollosae	Streptomyces brollosae	0	0	
Vibrio phage phi 3	Vibrio phage phi 3	0	0	
Pseudomonas syringae	Pseudomonas syringae	1	1	
Botrytis cinerea	Botrytis cinerea	0	0	
Delftia phage IME-DE1	Delftia phage IME-DE1	0	0	
Enterobacteria phage HK225	Enterobacteria phage HK225	0	0	
Escherichia phage JS98	Escherichia phage JS98	0	0	
Escherichia phage PE3-1	Escherichia phage PE3-1	0	0	
Marinobacterium stanieri	Marinobacterium stanieri	0	0	
Pacific flying fox faeces associated gemycircularvirus-13	Pacific flying fox faeces associated gemycircularvirus-13	0	0	
Ralstonia phage RSS-TH1	Ralstonia phage RSS-TH1	0	0	
Sophora yellow stunt virus	Sophora yellow stunt virus	0	0	
Tomato mild yellow leaf curl Aragua virus	Tomato mild yellow leaf curl Aragua virus	0	0	
Bacillus velezensis	Bacillus velezensis	0	0	
Circovirus-like genome CB-B	Circovirus-like genome CB-B	0	0	
Granulicatella balaenopterae	Granulicatella balaenopterae	0	0	
Kwoniella dendrophila	Kwoniella dendrophila	0	0	
Escherichia phage ID62	Escherichia phage ID62	0	0	
Propionibacterium virus PHL141N00	Propionibacterium virus PHL141N00	0	0	
Rosenbergiella australiborealis	Rosenbergiella australiborealis	0	0	
Desulfonema ishimotonii	Desulfonema ishimotonii	0	0	
Maize red stripe virus	Maize red stripe virus	0	0	
Partitivirus-like 2	Partitivirus-like 2	0	0	
Actinoalloteichus hymeniacidonis	Actinoalloteichus hymeniacidonis	0	0	
Clostridium phage phiCT453B	Clostridium phage phiCT453B	0	0	
Kribbella deserti	Kribbella deserti	0	0	
Pectobacterium phage phiTE	Pectobacterium phage phiTE	0	0	
