reporting_name	query_name	uti	total_mr_pub_count	
Bovine hokovirus 1	Bovine hokovirus 1	0	0	
Xingu virus	Xingu virus	0	0	
Arthrobacter virus DrRobert	Arthrobacter virus DrRobert	0	0	
Chloroflexus islandicus	Chloroflexus islandicus	0	0	
Latino mammarenavirus	Latino mammarenavirus	0	0	
Mycobacterium phage HamSlice	Mycobacterium phage HamSlice	0	0	
Zahedan rhabdovirus	Zahedan rhabdovirus	0	0	
Amblyomma elaphense	Amblyomma elaphense	0	0	
Acinetobacter virus Fri1	Acinetobacter virus Fri1	0	0	
Amphibacillus cookii	Amphibacillus cookii	0	0	
Cassava frogskin virus	Cassava frogskin virus	0	0	
Equine hepacivirus	Equine hepacivirus	0	0	
Feline rotavirus A	Feline rotavirus A	0	0	
Chryseobacterium endophyticum	Chryseobacterium endophyticum	0	0	
Nielozyma melastomae	Nielozyma melastomae	0	0	
Lonsdalea quercina	Lonsdalea quercina	0	0	
Lactobacillus saerimneri	Lactobacillus saerimneri	0	0	
Kocuria turfanensis	Kocuria turfanensis	0	0	
Caldicoprobacter algeriensis	Caldicoprobacter algeriensis	0	0	
Lactobacillus phage KC5a	Lactobacillus phage KC5a	0	0	
Microbacterium aurantiacum	Microbacterium aurantiacum	0	0	
Ralstonia phage Rs551	Ralstonia phage Rs551	0	0	
Bromovirus	Bromovirus	0	0	
Brucella phage Fi	Brucella phage Fi	0	0	
Penguin megrivirus	Penguin megrivirus	0	0	
Rhodococcus aerolatus	Rhodococcus aerolatus	0	0	
Lactobacillus furfuricola	Lactobacillus furfuricola	0	0	
Allochromatium truperi	Allochromatium truperi	0	0	
Alphasatellite 3	Alphasatellite 3	0	0	
Chryseobacterium oranimense	Chryseobacterium oranimense	0	0	
Corticoviridae	Corticoviridae	0	0	
Daejeonia ginsenosidivorans	Daejeonia ginsenosidivorans	0	0	
Falconid herpesvirus 1	Falconid herpesvirus 1	0	0	
Equine foamy virus	Equine foamy virus	0	0	
Mesorhizobium shonense	Mesorhizobium shonense	0	0	
Piptocephalis indica	Piptocephalis indica	0	0	
Asaia astilbis	Asaia astilbis	0	0	
Hubei partiti-like virus 50	Hubei partiti-like virus 50	0	0	
Powassan virus	Powassan virus	0	0	
Tepidibacter mesophilus	Tepidibacter mesophilus	0	0	
Agathobaculum desmolans	Agathobaculum desmolans	0	0	
Kocuria aegyptia	Kocuria aegyptia	0	0	
Micromonospora pallida	Micromonospora pallida	0	0	
Tomato geminivirus	Tomato geminivirus	0	0	
Pneumocystis jirovecii	Pneumocystis jirovecii	13	13	
Influenza C virus	Influenza C virus	0	0	
Mycobacterium phage Brusacoram	Mycobacterium phage Brusacoram	0	0	
Psittaciform 1 orthobornavirus	Psittaciform 1 orthobornavirus	0	0	
Kocuria kristinae	Kocuria kristinae	2	2	
Yersinia phage phiR201	Yersinia phage phiR201	0	0	
Litomosoides sigmodontis	Litomosoides sigmodontis	0	0	
Sclerotinia sclerotiorum mitovirus 18	Sclerotinia sclerotiorum mitovirus 18	0	0	
Thin paspalum asymptomatic virus	Thin paspalum asymptomatic virus	0	0	
Vibrio phage 1.097.O._10N.286.49.B3	Vibrio phage 1.097.O._10N.286.49.B3	0	0	
Wilkie narna-like virus 2	Wilkie narna-like virus 2	0	0	
Winogradskyella poriferorum	Winogradskyella poriferorum	0	0	
Lemonniera aquatica	Lemonniera aquatica	0	0	
Bean necrotic mosaic virus	Bean necrotic mosaic virus	0	0	
Chickpea chlorotic stunt virus	Chickpea chlorotic stunt virus	0	0	
Cohnella plantaginis	Cohnella plantaginis	0	0	
Enterobacteria phage Phi1	Enterobacteria phage Phi1	0	0	
Methylosinus trichosporium	Methylosinus trichosporium	0	0	
Mycoplasma glycophilum	Mycoplasma glycophilum	0	0	
Bifidobacterium dentium	Bifidobacterium dentium	0	0	
Goffeauzyma agrionensis	Goffeauzyma agrionensis	0	0	
Mycolicibacterium houstonense	Mycolicibacterium houstonense	0	0	
Rasavirus sp.	Rasavirus sp.	0	0	
Ruficoccus amylovorans	Ruficoccus amylovorans	0	0	
Shigella virus AG3	Shigella virus AG3	0	0	
Guereza hepacivirus	Guereza hepacivirus	0	0	
Streptomyces auratus	Streptomyces auratus	0	0	
Xinzhou Spider Virus	Xinzhou Spider Virus	0	0	
Brachymonas chironomi	Brachymonas chironomi	0	0	
Mycolicibacterium brumae	Mycolicibacterium brumae	0	0	
Catellibacterium terrae	Catellibacterium terrae	0	0	
Cellulophaga phage phi12a:1	Cellulophaga phage phi12a:1	0	0	
Chino del tomate virus	Chino del tomate virus	0	0	
Lonsdalea populi	Lonsdalea populi	0	0	
Gordonia virus Smoothie	Gordonia virus Smoothie	0	0	
Glaesserella parasuis	Glaesserella parasuis	0	0	
Friedmanniella antarctica	Friedmanniella antarctica	0	0	
Odoribacter splanchnicus	Odoribacter splanchnicus	0	0	
Trichuris trichiura	Trichuris trichiura	5	5	
Aeromonas phage 44RR2.8t.2	Aeromonas phage 44RR2.8t.2	0	0	
Nocardioides humi	Nocardioides humi	0	0	
Methylomonas lenta	Methylomonas lenta	0	0	
Pseudoalteromonas maricaloris	Pseudoalteromonas maricaloris	0	0	
Rhodovulum marinum	Rhodovulum marinum	0	0	
Sanxia picorna-like virus 6	Sanxia picorna-like virus 6	0	0	
Thermoanaerobacterium thermostercoris	Thermoanaerobacterium thermostercoris	0	0	
Vibrio phage 1.147.O._10N.286.49.E9	Vibrio phage 1.147.O._10N.286.49.E9	0	0	
Staphylococcus phage vB_SauM-fRuSau02	Staphylococcus phage vB_SauM-fRuSau02	0	0	
Bacillus phage SP-15	Bacillus phage SP-15	0	0	
Lactobacillus plantarum	Lactobacillus plantarum	0	0	
Kockovaella prillingeri	Kockovaella prillingeri	0	0	
Paenibacillus enshidis	Paenibacillus enshidis	0	0	
Staphylococcus phage IME-SA119	Staphylococcus phage IME-SA119	0	0	
Vibrio phage VfO3K6	Vibrio phage VfO3K6	0	0	
Azospirillum doebereinerae	Azospirillum doebereinerae	0	0	
Komagataeibacter intermedius	Komagataeibacter intermedius	0	0	
Lactobacillus suebicus	Lactobacillus suebicus	0	0	
Paraglomus brasilianum	Paraglomus brasilianum	0	0	
Thermocrispum agreste	Thermocrispum agreste	0	0	
Moniliformis moniliformis	Moniliformis moniliformis	1	1	
Morbillivirus	Morbillivirus	7	7	
SARS coronavirus	(SARS coronavirus) OR (SARS-CoV)	1	1	
Asparagus virus 3	Asparagus virus 3	0	0	
Desmodus rotundus endogenous retrovirus	Desmodus rotundus endogenous retrovirus	0	0	
Lonepinella koalarum	Lonepinella koalarum	0	0	
Marinobacter lacisalsi	Marinobacter lacisalsi	0	0	
Litoribacillus peritrichatus	Litoribacillus peritrichatus	0	0	
Moraxella cuniculi	Moraxella cuniculi	0	0	
Mycobacterium phage LilHazelnut	Mycobacterium phage LilHazelnut	0	0	
Synchaetomella lunatospora	Synchaetomella lunatospora	0	0	
Alternaria brassicicola betaendornavirus 1	Alternaria brassicicola betaendornavirus 1	0	0	
Curvularia eragrostidis	Curvularia eragrostidis	0	0	
Kocuria halotolerans	Kocuria halotolerans	0	0	
Adelphocoris suturalis virus	Adelphocoris suturalis virus	0	0	
Coprococcus comes	Coprococcus comes	0	0	
Karimabad virus	Karimabad virus	0	0	
Luteivirga sdotyamensis	Luteivirga sdotyamensis	0	0	
Actibacterium atlanticum	Actibacterium atlanticum	0	0	
Citrobacter virus Moon	Citrobacter virus Moon	0	0	
Desulfovermiculus halophilus	Desulfovermiculus halophilus	0	0	
Abalone shriveling syndrome-associated virus	Abalone shriveling syndrome-associated virus	0	0	
Acanthamoeba rhysodes	Acanthamoeba rhysodes	0	0	
Bacillus phage Shbh1	Bacillus phage Shbh1	0	0	
Bacillus phage vB_BceS-MY192	Bacillus phage vB_BceS-MY192	0	0	
Candida insectamans	Candida insectamans	0	0	
Mycoreovirus 1	Mycoreovirus 1	0	0	
Bulleribasidium wuzhishanense	Bulleribasidium wuzhishanense	0	0	
Enterococcus phage phiFL2A	Enterococcus phage phiFL2A	0	0	
Longquan orthohantavirus	Longquan orthohantavirus	0	0	
Pasteurella phage PHB02	Pasteurella phage PHB02	0	0	
Hallella seregens (Prevotella seregens)	(Hallella seregens) OR (Prevotella seregens)	0	0	
Humidicutis marginata	Humidicutis marginata	0	0	
Protomyces lactucaedebilis	Protomyces lactucaedebilis	0	0	
Pseudogracilibacillus marinus	Pseudogracilibacillus marinus	0	0	
Anaerococcus pacaensis	Anaerococcus pacaensis	0	0	
Candidatus Paraburkholderia kirkii	Candidatus Paraburkholderia kirkii	0	0	
Chaetoceros salsugineum DNA virus	Chaetoceros salsugineum DNA virus	0	0	
Desulfobulbus alkaliphilus	Desulfobulbus alkaliphilus	0	0	
Laceyella putida	Laceyella putida	0	0	
Mobilicoccus pelagius	Mobilicoccus pelagius	0	0	
Pontibacter amylolyticus	Pontibacter amylolyticus	0	0	
Pseudomonas phage vB_PaeM_PAO1_Ab29	Pseudomonas phage vB_PaeM_PAO1_Ab29	0	0	
Taibaiella koreensis	Taibaiella koreensis	0	0	
Vibrio phage 1.178.O._10N.286.45.E12	Vibrio phage 1.178.O._10N.286.45.E12	0	0	
Bacillus muralis	Bacillus muralis	0	0	
Cotton leaf curl Gezira alphasatellite	Cotton leaf curl Gezira alphasatellite	0	0	
Streptomyces phage Omar	Streptomyces phage Omar	0	0	
Barns Ness breadcrumb sponge narna-like virus 1	Barns Ness breadcrumb sponge narna-like virus 1	0	0	
Changjiang crawfish virus 7	Changjiang crawfish virus 7	0	0	
Neiella marina	Neiella marina	0	0	
Spongiivirga citrea	Spongiivirga citrea	0	0	
Streptomyces peruviensis	Streptomyces peruviensis	0	0	
Polygonum ringspot orthotospovirus	Polygonum ringspot orthotospovirus	0	0	
Streptomyces glomeroaurantiacus	Streptomyces glomeroaurantiacus	0	0	
Aeromonas phage AS-sw	Aeromonas phage AS-sw	0	0	
Cellulophaga phage phi12:3	Cellulophaga phage phi12:3	0	0	
Cowpea mosaic virus	Cowpea mosaic virus	0	0	
Hubei hepe-like virus 3	Hubei hepe-like virus 3	0	0	
Lactococcus phage BK5-T	Lactococcus phage BK5-T	0	0	
Oceanobacillus endoradicis	Oceanobacillus endoradicis	0	0	
Orthopneumovirus	Orthopneumovirus	0	0	
Spiroplasma platyhelix	Spiroplasma platyhelix	0	0	
Streptomyces phage Joe	Streptomyces phage Joe	0	0	
Streptosporangium roseum	Streptosporangium roseum	0	0	
White-tailed deer poxvirus	White-tailed deer poxvirus	0	0	
Alternaria alternantherae	Alternaria alternantherae	0	0	
Galzinia incrustans	Galzinia incrustans	0	0	
Nocardia speluncae	Nocardia speluncae	0	0	
Sediminibacterium aquarii	Sediminibacterium aquarii	0	0	
Streptococcus phage P5641	Streptococcus phage P5641	0	0	
Tropicimonas aquimaris	Tropicimonas aquimaris	0	0	
Tunga libis	Tunga libis	0	0	
Tusavirus 1	Tusavirus 1	0	0	
Vibrio alfacsensis	Vibrio alfacsensis	0	0	
Clostridium asparagiforme (Lachnoclostridium asparagiforme)	(Clostridium asparagiforme) OR (Lachnoclostridium asparagiforme)	0	0	
Algicola sagamiensis	Algicola sagamiensis	0	0	
Sphaerisporangium melleum	Sphaerisporangium melleum	0	0	
Flavobacterium phage V165	Flavobacterium phage V165	0	0	
Human adenovirus 36	Human adenovirus 36	0	0	
Rhizopus microsporus	Rhizopus microsporus	0	0	
Vibrio phage 1.269.O._10N.286.54.A6	Vibrio phage 1.269.O._10N.286.54.A6	0	0	
Aquimarina rubra	Aquimarina rubra	0	0	
Antonospora locustae virus 1	Antonospora locustae virus 1	0	0	
Beihai picorna-like virus 110	Beihai picorna-like virus 110	0	0	
Burkholderia singularis	Burkholderia singularis	0	0	
Halomonas phage phiNB2ah-NB	Halomonas phage phiNB2ah-NB	0	0	
Notoacmeibacter marinus	Notoacmeibacter marinus	0	0	
Acinetobacter phage Ab105-1phi	Acinetobacter phage Ab105-1phi	0	0	
Mycobacterium phage Brocalys	Mycobacterium phage Brocalys	0	0	
Acinetobacter phage YMC11/12/R2315	Acinetobacter phage YMC11/12/R2315	0	0	
Centapoxvirus	Centapoxvirus	0	0	
Cohnella saccharovorans	Cohnella saccharovorans	0	0	
Gray Lodge virus	Gray Lodge virus	0	0	
Flavobacterium yanchengense	Flavobacterium yanchengense	0	0	
Shrew coronavirus	Shrew coronavirus	0	0	
Pseudomonas phage vB_Pae575P-3	Pseudomonas phage vB_Pae575P-3	0	0	
Smittium commune	Smittium commune	0	0	
Chryseobacterium lathyri	Chryseobacterium lathyri	0	0	
Synechococcus phage SPGM99-07	Synechococcus phage SPGM99-07	0	0	
Amycolatopsis hippodromi	Amycolatopsis hippodromi	0	0	
Byssochlamys zollerniae	Byssochlamys zollerniae	0	0	
Human adenovirus 29	Human adenovirus 29	0	0	
Imjin orthohantavirus	Imjin orthohantavirus	0	0	
Lactococcus phage 936 group phage Phi114	Lactococcus phage 936 group phage Phi114	0	0	
Moryella indoligenes	Moryella indoligenes	0	0	
Pseudomonas segetis	Pseudomonas segetis	0	0	
Bradyrhizobium ferriligni	Bradyrhizobium ferriligni	0	0	
Entomophaga aulicae	Entomophaga aulicae	0	0	
Mycobacterium virus Firecracker	Mycobacterium virus Firecracker	0	0	
Paraburkholderia ribeironis	Paraburkholderia ribeironis	0	0	
Bacillus acidovorans	Bacillus acidovorans	0	0	
Parechovirus D	Parechovirus D	0	0	
Streptococcus marimammalium	Streptococcus marimammalium	0	0	
Candida fennica (Hyphopichia fennica)	(Candida fennica) OR (Hyphopichia fennica)	0	0	
Leifsonia aquatica	Leifsonia aquatica	2	2	
Desulfonatronum thiodismutans	Desulfonatronum thiodismutans	0	0	
Mycobacterium phage PR	Mycobacterium phage PR	0	0	
Citrobacter phage SH2	Citrobacter phage SH2	0	0	
Halopolyspora alba	Halopolyspora alba	0	0	
Nocardiopsis benisuefensis	Nocardiopsis benisuefensis	0	0	
Thermus igniterrae	Thermus igniterrae	0	0	
Thiohalomonas nitratireducens	Thiohalomonas nitratireducens	0	0	
Baia soyae	Baia soyae	0	0	
Bacillus phage Smudge	Bacillus phage Smudge	0	0	
Extibacter muris	Extibacter muris	0	0	
Tecoma stans leaf curl virus	Tecoma stans leaf curl virus	0	0	
Hubei mosquito virus 3	Hubei mosquito virus 3	0	0	
Hyperthermophilic Archaeal Virus 1	Hyperthermophilic Archaeal Virus 1	0	0	
Okra leaf curl Mali virus	Okra leaf curl Mali virus	0	0	
Rickettsiella grylli	Rickettsiella grylli	0	0	
Solea senegalensis betanodavirus	Solea senegalensis betanodavirus	0	0	
Rhizobium anhuiense	Rhizobium anhuiense	0	0	
Sp31virus	Sp31virus	0	0	
Sporobacter termitidis	Sporobacter termitidis	0	0	
Wesselsbron virus	Wesselsbron virus	0	0	
Amycolatopsis benzoatilytica	Amycolatopsis benzoatilytica	0	0	
Escherichia virus VR25	Escherichia virus VR25	0	0	
Bartonella quintana phage	Bartonella quintana phage	0	0	
Avian carcinoma Mill Hill virus 2	Avian carcinoma Mill Hill virus 2	0	0	
Hibiscus bacilliform virus	Hibiscus bacilliform virus	0	0	
Luteolibacter gellanilyticus	Luteolibacter gellanilyticus	0	0	
Mycobacterium simulans	Mycobacterium simulans	0	0	
Prunus virus F	Prunus virus F	0	0	
Streptomyces thioluteus	Streptomyces thioluteus	0	0	
Tritirachium egenum	Tritirachium egenum	0	0	
Acinetobacter phage Acj61	Acinetobacter phage Acj61	0	0	
Dracunculus lutrae	Dracunculus lutrae	0	0	
Fusobacterium equinum	Fusobacterium equinum	0	0	
Staphylococcus virus SEP9	Staphylococcus virus SEP9	0	0	
Xuan son virus	Xuan son virus	0	0	
Taenia solium	Taenia solium	1	1	
Duck faeces associated circular DNA virus 2	Duck faeces associated circular DNA virus 2	0	0	
Flavimarina pacifica	Flavimarina pacifica	0	0	
Mycobacterium phage Eremos	Mycobacterium phage Eremos	0	0	
Lampropedia hyalina	Lampropedia hyalina	0	0	
Rickettsia africae	Rickettsia africae	0	0	
Sphaerisporangium viridialbum	Sphaerisporangium viridialbum	0	0	
Monilochaetes infuscans	Monilochaetes infuscans	0	0	
Pectinatus sottacetonis	Pectinatus sottacetonis	0	0	
Geobacter pickeringii	Geobacter pickeringii	0	0	
Desulfonatronobacter acidivorans	Desulfonatronobacter acidivorans	0	0	
Beihai tombus-like virus 7	Beihai tombus-like virus 7	0	0	
Caballeronia udeis	Caballeronia udeis	0	0	
Miuraea persicae	Miuraea persicae	0	0	
Hubei levi-like virus 11	Hubei levi-like virus 11	0	0	
Mycobacterium phage Troll4	Mycobacterium phage Troll4	0	0	
Flavobacterium cheniae	Flavobacterium cheniae	0	0	
Duck infectious anemia virus	Duck infectious anemia virus	0	0	
Raven circovirus	Raven circovirus	0	0	
Staphylococcus phage phiNM4-gamma4	Staphylococcus phage phiNM4-gamma4	0	0	
Vibriophage VP4	Vibriophage VP4	0	0	
Halomonas phage phiNB5ah-OM	Halomonas phage phiNB5ah-OM	0	0	
Lake Sarah-associated circular virus-15	Lake Sarah-associated circular virus-15	0	0	
Mycoplasma cloacale	Mycoplasma cloacale	0	0	
Ochrobactrum rhizosphaerae	Ochrobactrum rhizosphaerae	0	0	
Panax notoginseng virus A	Panax notoginseng virus A	0	0	
Sticta hypochroa	Sticta hypochroa	0	0	
Thiococcus pfennigii	Thiococcus pfennigii	0	0	
Angelica virus Y	Angelica virus Y	0	0	
Miniopterus bat coronavirus	Miniopterus bat coronavirus	0	0	
Salinisphaera halophila	Salinisphaera halophila	0	0	
Streptococcus pluranimalium	Streptococcus pluranimalium	0	0	
White star snapper nervous necrosis virus	White star snapper nervous necrosis virus	0	0	
Lactococcus virus P2	Lactococcus virus P2	0	0	
Pepper leaf curl Lahore virus	Pepper leaf curl Lahore virus	0	0	
Rhizobium helanshanense	Rhizobium helanshanense	0	0	
Sarcocystis cervicanis	Sarcocystis cervicanis	0	0	
Clostridium phage phiCD146	Clostridium phage phiCD146	0	0	
Cyberlindnera meyerae	Cyberlindnera meyerae	0	0	
Enterococcus pernyi	Enterococcus pernyi	0	0	
Euphorbia mosaic virus	Euphorbia mosaic virus	0	0	
Mycobacterium virus U2	Mycobacterium virus U2	0	0	
Rhodanobacter xiangquanii	Rhodanobacter xiangquanii	0	0	
Simian adenovirus 23	Simian adenovirus 23	0	0	
Batama virus	Batama virus	0	0	
Frankia alni	Frankia alni	0	0	
Kyasanur forest disease virus	Kyasanur forest disease virus	0	0	
Miniopterus schreibersii paramyxovirus	Miniopterus schreibersii paramyxovirus	0	0	
Proboscivirus	Proboscivirus	0	0	
Ralstonia detusculanense	Ralstonia detusculanense	0	0	
Yoonia rosea	Yoonia rosea	0	0	
Entoloma sericeum	Entoloma sericeum	0	0	
Thermocrinis minervae	Thermocrinis minervae	0	0	
Escherichia virus ADB2	Escherichia virus ADB2	0	0	
Nonomuraea rhodomycinica	Nonomuraea rhodomycinica	0	0	
Aeromonas rivuli	Aeromonas rivuli	0	0	
Amorphomonas oryzae	Amorphomonas oryzae	0	0	
Poinsettia latent virus	Poinsettia latent virus	0	0	
Terrisporobacter glycolicus	Terrisporobacter glycolicus	0	0	
Deinococcus taklimakanensis	Deinococcus taklimakanensis	0	0	
MPoko orthobunyavirus	MPoko orthobunyavirus	0	0	
Prevotella dentalis	Prevotella dentalis	0	0	
Thermogemmatispora carboxidivorans	Thermogemmatispora carboxidivorans	0	0	
Black Creek Canal orthohantavirus	Black Creek Canal orthohantavirus	0	0	
Borreliella lusitaniae	Borreliella lusitaniae	0	0	
Nocardiopsis nanhaiensis	Nocardiopsis nanhaiensis	0	0	
Pseudomonas phage vB_PaeS_PAO1_Ab20	Pseudomonas phage vB_PaeS_PAO1_Ab20	0	0	
Staphylococcus virus phiNM1	Staphylococcus virus phiNM1	0	0	
Kribbella endophytica	Kribbella endophytica	0	0	
Limimaricola aestuariicola	Limimaricola aestuariicola	0	0	
Candida pseudointermedia (Clavispora pseudointermedia)	(Candida pseudointermedia) OR (Clavispora pseudointermedia)	0	0	
Pantoea phage LIMElight	Pantoea phage LIMElight	0	0	
Potato virus X	Potato virus X	0	0	
Black medic leafroll alphasatellite 1	Black medic leafroll alphasatellite 1	0	0	
Emiliania huxleyi virus 203	Emiliania huxleyi virus 203	0	0	
Primorskyibacter insulae	Primorskyibacter insulae	0	0	
Pseudomonas phage Pf-10	Pseudomonas phage Pf-10	0	0	
Actinomadura alkaliterrae	Actinomadura alkaliterrae	0	0	
Epinephelus aeneus nervous necrosis virus	Epinephelus aeneus nervous necrosis virus	0	0	
Sacbrood virus	Sacbrood virus	0	0	
Salinivibrio proteolyticus	Salinivibrio proteolyticus	0	0	
Potato virus V	Potato virus V	0	0	
Sororoca virus	Sororoca virus	0	0	
Staphylococcus phage SN13	Staphylococcus phage SN13	0	0	
Xanthomonas citri	Xanthomonas citri	0	0	
Aminivibrio pyruvatiphilus	Aminivibrio pyruvatiphilus	0	0	
Arthrobacter virus Captnmurica	Arthrobacter virus Captnmurica	0	0	
Human papillomavirus 98	Human papillomavirus 98	0	0	
Pseudocyphellaria neglecta	Pseudocyphellaria neglecta	0	0	
Wuhan insect virus 17	Wuhan insect virus 17	0	0	
Vulcaniibacterium tengchongense	Vulcaniibacterium tengchongense	0	0	
Bacillus depressus	Bacillus depressus	0	0	
Bacillus massiliosenegalensis	Bacillus massiliosenegalensis	0	0	
Chryseobacterium molle	Chryseobacterium molle	0	0	
Paenibacillus ihumii	Paenibacillus ihumii	0	0	
Sphingomonas haloaromaticamans	Sphingomonas haloaromaticamans	0	0	
Actinomyces liubingyangii	Actinomyces liubingyangii	0	0	
Ambrosiella nakashimae	Ambrosiella nakashimae	0	0	
Bacillus phage JL	Bacillus phage JL	0	0	
Equid alphaherpesvirus 9	Equid alphaherpesvirus 9	0	0	
Hubei myriapoda virus 1	Hubei myriapoda virus 1	0	0	
Hyphomicrobium vulgare	Hyphomicrobium vulgare	0	0	
Kineosporia rhamnosa	Kineosporia rhamnosa	0	0	
Mycobacterium phage Nova	Mycobacterium phage Nova	0	0	
Escherichia phage phT4A	Escherichia phage phT4A	0	0	
Idiomarina tainanensis	Idiomarina tainanensis	0	0	
Kocuria assamensis	Kocuria assamensis	0	0	
Sanxia water strider virus 16	Sanxia water strider virus 16	0	0	
Acanthohelicospora aurea	Acanthohelicospora aurea	0	0	
Eubacterium eligens	Eubacterium eligens	0	0	
Human papillomavirus 1a	Human papillomavirus 1a	0	0	
Hyphodontia subalutacea	Hyphodontia subalutacea	0	0	
Corynebacterium pseudodiphtheriticum	Corynebacterium pseudodiphtheriticum	3	3	
Mycobacterium phage UPIE	Mycobacterium phage UPIE	0	0	
Phragmotaenium derxii	Phragmotaenium derxii	0	0	
Sarcocystis halieti	Sarcocystis halieti	0	0	
Caviid betaherpesvirus 2	Caviid betaherpesvirus 2	0	0	
Nocardia pseudosporangifera	Nocardia pseudosporangifera	0	0	
Dickeya fangzhongdai	Dickeya fangzhongdai	0	0	
Martensiomyces pterosporus	Martensiomyces pterosporus	0	0	
Marinobacter adhaerens	Marinobacter adhaerens	0	0	
Macrococcus lamae	Macrococcus lamae	0	0	
Novosphingobium resinovorum	Novosphingobium resinovorum	0	0	
Paraburkholderia caryophylli	Paraburkholderia caryophylli	0	0	
Sanxia water strider virus 15	Sanxia water strider virus 15	0	0	
Sida yellow blotch virus	Sida yellow blotch virus	0	0	
Simian adenovirus 28	Simian adenovirus 28	0	0	
Pseudoalteromonas amylolytica	Pseudoalteromonas amylolytica	0	0	
Psychroserpens mesophilus	Psychroserpens mesophilus	0	0	
Rosellinia necatrix partitivirus 2	Rosellinia necatrix partitivirus 2	0	0	
Anisakis simplex	Anisakis simplex	1	1	
Angiostrongylus dujardini	Angiostrongylus dujardini	0	0	
Fervidobacterium islandicum	Fervidobacterium islandicum	0	0	
Metschnikowia bicuspidata	Metschnikowia bicuspidata	0	0	
Paracoccus homiensis	Paracoccus homiensis	0	0	
Zantedeschia mosaic virus	Zantedeschia mosaic virus	0	0	
Croceibacter phage P2559S	Croceibacter phage P2559S	0	0	
Bacillus halmapalus	Bacillus halmapalus	0	0	
Lecophagus longisporus	Lecophagus longisporus	0	0	
Mycoplasma pullorum	Mycoplasma pullorum	0	0	
Phage SK137	Phage SK137	0	0	
Thalassotalea montiporae	Thalassotalea montiporae	0	0	
marine phage	marine phage	0	0	
Catenuloplanes atrovinosus	Catenuloplanes atrovinosus	0	0	
Epibacterium ulvae	Epibacterium ulvae	0	0	
Hosta virus X	Hosta virus X	0	0	
Methylobacillus gramineus	Methylobacillus gramineus	0	0	
Nanay virus	Nanay virus	0	0	
Rhodonellum ikkaensis	Rhodonellum ikkaensis	0	0	
Chiltepin yellow mosaic virus	Chiltepin yellow mosaic virus	0	0	
Colletotrichum circinans	Colletotrichum circinans	0	0	
Echovirus E24	Echovirus E24	0	0	
Orientia tsutsugamushi	Orientia tsutsugamushi	12	12	
Altererythrobacter buctensis	Altererythrobacter buctensis	0	0	
Bifidobacterium bifidum	Bifidobacterium bifidum	0	0	
Crassicarpon thermophilum	Crassicarpon thermophilum	0	0	
Luteimonas terricola	Luteimonas terricola	0	0	
Mammalian orthoreovirus	Mammalian orthoreovirus	1	1	
Seohaeicola zhoushanensis	Seohaeicola zhoushanensis	0	0	
Wuhan ascaridia galli virus 1	Wuhan ascaridia galli virus 1	0	0	
Pseudomonas phage vB_PaeM_C1-14_Ab28	Pseudomonas phage vB_PaeM_C1-14_Ab28	0	0	
Bacillus thermophilus	Bacillus thermophilus	0	0	
Comamonas aquatica	Comamonas aquatica	0	0	
Clostridium phage c-st	Clostridium phage c-st	0	0	
Odonata-associated circular virus-12	Odonata-associated circular virus-12	0	0	
Pipapillomavirus 2	Pipapillomavirus 2	0	0	
Virgibacillus xinjiangensis	Virgibacillus xinjiangensis	0	0	
Mycobacterium phage Alsfro	Mycobacterium phage Alsfro	0	0	
Shigella phage vB_SsoS-ISF002	Shigella phage vB_SsoS-ISF002	0	0	
Aruac virus	Aruac virus	0	0	
Coccinistipes vermicola	Coccinistipes vermicola	0	0	
Streptomyces geldanamycininus	Streptomyces geldanamycininus	0	0	
Streptomyces phage Paradiddles	Streptomyces phage Paradiddles	0	0	
Pieris rapae virus	Pieris rapae virus	0	0	
Bacillus deserti	Bacillus deserti	0	0	
Capnocytophaga granulosa	Capnocytophaga granulosa	0	0	
Chimpanzee herpesvirus	Chimpanzee herpesvirus	0	0	
Cystobasidium psychroaquaticum	Cystobasidium psychroaquaticum	0	0	
Fragaria chiloensis cryptic virus	Fragaria chiloensis cryptic virus	0	0	
Escherichia phage P14437	Escherichia phage P14437	0	0	
Fluoribacter dumoffii	Fluoribacter dumoffii	0	0	
Mycobacterium phage Asriel	Mycobacterium phage Asriel	0	0	
Papiliotrema hoabinhensis	Papiliotrema hoabinhensis	0	0	
Rhodotorula toruloides	Rhodotorula toruloides	0	0	
Letharia columbiana	Letharia columbiana	0	0	
Rose yellow vein virus	Rose yellow vein virus	0	0	
Sphingomonas pituitosa	Sphingomonas pituitosa	0	0	
Staphylococcus phage SAP090D	Staphylococcus phage SAP090D	0	0	
Vanilla virus X	Vanilla virus X	0	0	
Mycobacterium phage Hope	Mycobacterium phage Hope	0	0	
Terrahaemophilus aromaticivorans	Terrahaemophilus aromaticivorans	0	0	
Prestney Burn virus	Prestney Burn virus	0	0	
Scytinostroma alutum	Scytinostroma alutum	0	0	
Chryseobacterium piscium	Chryseobacterium piscium	0	0	
Coriolopsis gallica	Coriolopsis gallica	0	0	
Paenalcaligenes hermetiae	Paenalcaligenes hermetiae	0	0	
Vibrio phage 1.188.C._10N.286.51.A6	Vibrio phage 1.188.C._10N.286.51.A6	0	0	
Wolbachia endosymbiont of Drosophila simulans	Wolbachia endosymbiont of Drosophila simulans	0	0	
