name	taxid
Streptomyces resistomycificus	67356
Streptomyces reticuli	1926
Streptomyces reticuliscabiei	146821
Streptomyces rhizophilus	1367506
Streptomyces rhizosphaericus	114699
Streptomyces rhizosphaerihabitans	1266770
Streptomyces ribosidificus	80859
Streptomyces rimosus	1927
Streptomyces rishiriensis	68264
Streptomyces rochei	1928
Streptomyces roseiscleroticus	1972
Streptomyces roseochromogenus	285450
Streptomyces roseocinereus	285502
Streptomyces roseofulvus	33902
Streptomyces roseogilvus	645168
Streptomyces roseogriseolus	425669
Streptomyces roseogriseus	285471
Streptomyces roseolilacinus	66904
Streptomyces roseolus	67358
Streptomyces roseorubens	285472
Streptomyces roseoverticillatus	66429
Streptomyces roseoviolaceus	67360
Streptomyces roseoviolascens	285542
Streptomyces roseoviridis	67361
Streptomyces roseus	66430
Streptomyces ruanii	1226759
Streptomyces rubellomurinus	359131
Streptomyces ruber	83378
Streptomyces rubidus	310780
Streptomyces rubiginosohelvolus	67362
Streptomyces rubiginosus	1929
Streptomyces rubrisoli	1387313
Streptomyces rubrocyanodiastaticus	285549
Streptomyces rubrogriseus	194673
Streptomyces rubrolavendulae	285473
Streptomyces rubrus	565074
Streptomyces rutgersensis	53451
Streptomyces ryensis	285506
Streptomyces sacchari	149537
Streptomyces sahachiroi	285525
Streptomyces salmonis	97400
Streptomyces sampsonii	42239
Streptomyces samsunensis	459658
Streptomyces sanglieri	193460
Streptomyces sannanensis	285536
Streptomyces sannurensis	238877
Streptomyces sanyensis	568869
Streptomyces sapporonensis	97401
Streptomyces sasae	1266772
Streptomyces sayamaensis	285577
Streptomyces scabiei	1930
Streptomyces scabrisporus	159449
Streptomyces sclerogranulatus	285544
Streptomyces sclerotialus	1957
Streptomyces scopiformis	104206
Streptomyces scopuliridis	1440053
Streptomyces scopuliridis	452529
Streptomyces sedi	555059
Streptomyces seoulensis	73044
Streptomyces septatus	156648
Streptomyces seranimatus	408067
Streptomyces setonensis	285486
Streptomyces seymenliensis	1302728
Streptomyces shaanxiensis	653357
Streptomyces shandongensis	310041
Streptomyces shandonggensis	436080
Streptomyces shenzhenensis	943815
Streptomyces shiodaensis	285507
Streptomyces showdoensis	68268
Streptomyces siamensis	1274986
Streptomyces silaceus	545123
Streptomyces similanensis	1274988
Streptomyces sindenensis	67363
Streptomyces sioyaensis	67364
Streptomyces smyrnaeus	1387713
Streptomyces sodiiphilus	226217
Streptomyces solisilvae	1929477
Streptomyces somaliensis	78355
Streptomyces sparsogenes	67365
Streptomyces sparsus	297584
Streptomyces specialis	498367
Streptomyces spectabilis	68270
Streptomyces speibonae	195801
Streptomyces spinicoumarensis	285520
Streptomyces spinoverrucosus	284043
Streptomyces spiralis	66376
Streptomyces spiramyceticus	299717
Streptomyces spiroverticillatus	67366
Streptomyces spongiae	565072
Streptomyces spongiicola	1690221
Streptomyces sporoclivatus	284038
Streptomyces spororaveus	284039
Streptomyces sporoverrucosus	285567
Streptomyces staurosporininus	887469
Streptomyces steffisburgensis	68271
Streptomyces stelliscabiei	146820
Streptomyces stramineus	173861
Streptomyces subrutilus	36818
Streptomyces sudanensis	436397
Streptomyces sulfonofaciens	68272
Streptomyces sulphureus	47758
Streptomyces sundarbansensis	265730
Streptomyces synnematoformans	415721
Streptomyces syringium	76729
Streptomyces tacrolimicus	330919
Streptomyces tanashiensis	67367
Streptomyces tateyamensis	565073
Streptomyces tauricus	68274
Streptomyces tempisquensis	1447783
Streptomyces tendae	1932
Streptomyces termitum	67368
Streptomyces thermoalcalitolerans	65605
Streptomyces thermoatroviridis	285541
Streptomyces thermoautotrophicus	1469144
Streptomyces thermocarboxydovorans	59298
Streptomyces thermocarboxydus	59299
Streptomyces thermocoerulescens	285539
Streptomyces thermocoprophilus	78356
Streptomyces thermodiastaticus	44061
Streptomyces thermogriseus	75292
Streptomyces thermolilacinus	285540
Streptomyces thermolineatus	44033
Streptomyces thermophilus	66905
Streptomyces thermosacchari	149538
Streptomyces thermospinosisporus	161482
Streptomyces thermotolerans	80858
Streptomyces thermoviolaceus	1952
Streptomyces thermovulgaris	1934
Streptomyces thinghirensis	551547
Streptomyces thioluteus	66431
Streptomyces torulosus	68276
Streptomyces tosaensis	285487
Streptomyces toxytricini	67369
Streptomyces toyocaensis	55952
Streptomyces tremellae	1124239
Streptomyces triangulatus	285488
Streptomyces tricolor	68277
Streptomyces triostinicus	45399
Streptomyces tritolerans	367827
Streptomyces tsukiyonensis	285546
Streptomyces tsukubensis	83656
Streptomyces tsusimaensis	285482
Streptomyces tubercidicus	47759
Streptomyces tuirus	68278
Streptomyces tumenensis	363752
Streptomyces tumescens	156423
Streptomyces tunisiensis	948699
Streptomyces turgidiscabies	85558
Streptomyces tyrosinilyticus	1544741
Streptomyces umbrinus	67370
Streptomyces uncialis	1048205
Streptomyces variabilis	67372
Streptomyces variegatus	284040
Streptomyces varius	285489
Streptomyces varsoviensis	67373
Streptomyces vastus	285451
Streptomyces vayuensis	319468
Streptomyces vellosus	51202
Streptomyces venezuelae	54571
Streptomyces verne	66432
Streptomyces verrucosisporus	1695161
Streptomyces verticillus	29309
Streptomyces vietnamensis	362257
Streptomyces vinaceus	1960
Streptomyces vinaceusdrappus	67376
Streptomyces violaceochromogenes	67377
Streptomyces violaceolatus	67378
Streptomyces violaceorectus	67379
Streptomyces violaceoruber	1935
Streptomyces violaceorubidus	284042
Streptomyces violaceus	1936
Streptomyces violaceusniger	68280
Streptomyces violarus	67380
Streptomyces violascens	67381
Streptomyces violens	66377
Streptomyces violochromogenes	329528
Streptomyces violorubens	285474
Streptomyces virens	285572
Streptomyces virginiae	1961
Streptomyces viridifaciens	48665
Streptomyces viridiflavus	173862
Streptomyces viridis	887475
Streptomyces viridiviolaceus	68282
Streptomyces viridobrunneus	284041
Streptomyces viridochromogenes	1938
Streptomyces viridocyaneus	196386
Streptomyces viridodiastaticus	67382
Streptomyces viridosporus	67581
Streptomyces vitaminophilus	76728
Streptomyces vulcanius	1441876
Streptomyces wedmorensis	43759
Streptomyces wellingtoniae	476555
Streptomyces werraensis	68284
Streptomyces wistariopsis	1768091
Streptomyces wuyuanensis	1196353
Streptomyces xanthochromogenes	67384
Streptomyces xanthocidicus	83382
Streptomyces xantholiticus	68285
Streptomyces xanthophaeus	67385
Streptomyces xiamenensis	408015
Streptomyces xiaopingdaonensis	1565415
Streptomyces xinghaiensis	1038929
Streptomyces xinjiangensis	264733
Streptomyces xishensis	933941
Streptomyces xylanilyticus	1807871
Streptomyces xylophagus	285514
Streptomyces yaanensis	1142239
Streptomyces yanglinensis	310779
Streptomyces yangpuensis	1648182
Streptomyces yanii	78510
Streptomyces yatensis	155177
Streptomyces yeochonensis	89050
Streptomyces yerevanensis	66378
Streptomyces yogyakartensis	114692
Streptomyces yokosukanensis	67386
Streptomyces youssoufiensis	654447
Streptomyces yunnanensis	156453
Streptomyces zagrosensis	1042984
Streptomyces zaomyceticus	68286
Streptomyces zhaozhouensis	1300267
Streptomyces zhihengii	1818004
Streptomyces zhihengliuii	476556
Streptomyces zinciresistens	1073330
Streptomyces ziwulingensis	1045501
Streptosporangium album	47479
Streptosporangium algeriense	1682748
Streptosporangium amethystogenes	2002
Streptosporangium anatoliense	882451
Streptosporangium becharense	1816182
Streptosporangium brasiliense	47480
Streptosporangium canum	324952
Streptosporangium carneum	47481
Streptosporangium corydalis	1441878
Streptosporangium fenghuangense	1472641
Streptosporangium fragile	46186
Streptosporangium jiaoheense	1544744
Streptosporangium jomthongense	1193683
Streptosporangium koreanum	47484
Streptosporangium kronopolitis	1441877
Streptosporangium longisporum	46187
Streptosporangium lutulentum	1461250
Streptosporangium nanhuense	1337876
Streptosporangium nondiastaticum	35764
Streptosporangium oxazolinicum	909287
Streptosporangium pseudovulgare	35765
Streptosporangium purpuratum	106413
Streptosporangium roseum	2001
Streptosporangium rubrum	47485
Streptosporangium saharense	1706840
Streptosporangium sandarakinum	1260955
Streptosporangium shengliense	1301839
Streptosporangium sonchi	1434731
Streptosporangium subfuscum	1461353
Streptosporangium subroseum	106412
Streptosporangium taraxaci	1544745
Streptosporangium terrae	1217546
Streptosporangium violaceochromogenes	46188
Streptosporangium vulgare	46190
Streptosporangium yunnanense	106411
Streptoverticillium reticulum	1433416
Streptoverticillium verticillium	1433418
Subdoligranulum variabile	214851
Subsaxibacter arcticus	1541394
Subsaxibacter broadyi	291182
Subsaximicrobium saxinquilinus	291180
Subsaximicrobium wynnwilliamsii	291179
Subtercola boreus	120213
Subtercola frigoramans	120298
Subtercola lobariae	1588641
Succinatimonas hippei	762983
Succiniclasticum ruminis	40841
Succinimonas amylolytica	83769
Succinispira mobilis	78120
Succinivibrio dextrinosolvens	83771
Sufflavibacter maritimus	399943
Sulfitobacter guttiformis	74349
Sulfitobacter japonica	406094
Sulfitobacter pontiacus	60137
Sulfitobacter pseudonitzschiae	1402135
Sulfobacillus acidophilus	53633
Sulfobacillus benefaciens	453960
Sulfobacillus sibiricus	188789
Sulfobacillus thermosulfidooxidans	28034
Sulfobacillus thermotolerans	338644
Sulfuricaulis limicola	1620215
Sulfuricella denitrificans	1163617
Sulfuriferula multivorans	1559896
Sulfuriferula plumbiphila	171865
Sulfuriferula thiophila	1781211
Sulfuriflexus mobilis	1811807
Sulfurifustis variabilis	1675686
Sulfurihydrogenibium azorense	204536
Sulfurihydrogenibium azorense	309806
Sulfurihydrogenibium kristjanssonii	460873
Sulfurihydrogenibium rodmanii	380763
Sulfurihydrogenibium subterraneum	171121
Sulfurihydrogenibium yellowstonense	304736
Sulfurirhabdus autotrophica	1706046
Sulfurisoma sediminicola	1381557
Sulfuritalea hydrogenivorans	1223802
Sulfuritortus calidifontis	1914471
Sulfurivirga caldicuralii	364032
Sulfurospirillum alkalitolerans	680648
Sulfurospirillum arcachonense	57666
Sulfurospirillum carboxydovorans	295028
Sulfurovum aggregans	1431962
Sulfurovum lithotrophicum	206403
Sulfurovum riftiae	1630136
Sunxiuqinia dokdonensis	1409788
Sunxiuqinia elliptica	655355
Sunxiuqinia faeciviva	472111
Sunxiuqinia rutila	1397841
Sutterella massiliensis	1816689
Sutterella parvirubra	762967
Sutterella sanguinus	282125
Sutterella stercoricanis	234908
Sutterella wadsworthensis	40545
Suttonella indologenes	13276
Suttonella ornithocola	279832
Sutturella timonensis	1907660
Swaminathania salitolerans	182838
Swingsia samuiensis	1293412
Symbiobacterium ostreiconchae	471799
Symbiobacterium terraclitae	557451
Symbiobacterium thermophilum	292459
Synechococcus elongatus	32046
Synechococcus rubescens	292587
Syntrophaceticus schinkii	499207
Syntrophobacter fumaroxidans	335543
Syntrophobacter pfennigii	119485
Syntrophobacter sulfatireducens	283702
Syntrophobotulus glycolicus	51197
Syntrophococcus sucromutans	84037
Syntrophomonas bryantii	2082
Syntrophomonas cellicola	382673
Syntrophomonas curvata	231025
Syntrophomonas erecta	264446
Syntrophomonas palmitatica	402877
Syntrophomonas sporosyntrophas	333386
Syntrophomonas wolfei	373074
Syntrophomonas wolfei	863
Syntrophomonas zehnderi	404335
Syntrophorhabdus aromaticivorans	909663
Syntrophothermus lipocalidus	86170
Syntrophus aciditrophicus	316277
Syntrophus buswellii	43774
Syntrophus gentianae	43775
Tabrizicola aquatica	909926
Tagaea marina	1705616
Tahibacter aquaticus	520092
Tahibacter caeni	1453545
Taibaiella chishuiensis	1434707
Taibaiella coffeisoli	1580872
Taibaiella koreensis	1268548
Taibaiella smilacinae	1303085
Taibaiella soli	1649169
Taibaiella yonginensis	1591118
Tamaricihabitans halophyticus	1262583
Tamilnaduibacter salinus	1484056
Tamlana agarivorans	481183
Tamlana crocina	393006
Tamlana nanhaiensis	1382798
Tamlana sedimentorum	1435349
Tangfeifania diversioriginum	1168035
Tannerella forsythia	28112
Tanticharoenia aidae	1552741
Tanticharoenia sakaeratensis	444053
Taonella mepensis	1155801
Tardiphaga robiniae	943830
Tateyamaria omphalii	299262
Tateyamaria pelophila	328415
Tatumella citrea	53336
Tatumella morbirosei	642227
Tatumella ptyseos	82987
Tatumella punctata	399969
Tatumella saanichensis	480813
Tatumella terrea	419007
Taylorella asinigenitalis	84590
Taylorella equigenitalis	29575
Telluria chitinolytica	34070
Telluria mixta	34071
Tellurimicrobium multivorans	1592105
Telmatospirillum siberiense	382514
Tenggerimyces flavus	1708749
Tenggerimyces mesophilus	1730245
Tenuibacillus halotolerans	1035043
Tenuibacillus multivorans	237069
Tepidamorphus gemmatus	747076
Tepidanaerobacter acetatoxydans	499229
Tepidanaerobacter syntrophicus	224999
Tepidibacillus decaturensis	1413211
Tepidibacillus fermentans	1281767
Tepidibacter formicigenes	227138
Tepidibacter mesophilus	655607
Tepidibacter thalassicus	214905
Tepidicaulis marinus	1333998
Tepidicella xavieri	360241
Tepidimicrobium ferriphilum	285106
Tepidimicrobium xylanilyticum	1123352
Tepidimonas aquatica	247482
Tepidimonas fonticaldi	1101373
Tepidimonas ignava	114249
Tepidimonas taiwanensis	307486
Tepidimonas thermarum	335431
Tepidiphilus margaritifer	203471
Tepidiphilus succinatimandens	224436
Tepidiphilus thermophilus	876478
Terasakiella brassicae	1634917
Terasakiella pusilla	64973
Terasakiispira papahanaumokuakeensis	197479
Teredinibacter turnerae	2426
Terrabacter aeriphilus	515662
Terrabacter aerolatus	422442
Terrabacter carboxydivorans	619730
Terrabacter ginsenosidimutans	490575
Terrabacter koreensis	1357496
Terrabacter lapilli	436231
Terrabacter terrae	318434
Terrabacter terrigena	574718
Terrabacter tumescens	60443
Terracoccus luteus	53356
Terrahaemophilus aromaticivorans	217202
Terribacillus aidingensis	586416
Terribacillus goriensis	386490
Terribacillus halophilus	361279
Terribacillus saccharophilus	361277
Terrilactibacillus laevilacticus	1380157
Terrisporobacter glycolicus	36841
Terrisporobacter mayombei	1541
Terrisporobacter othiniensis	1577792
Terrisporobacter petrolearius	1460447
Tersicoccus phoenicis	554083
Tersicoccus solisilvae	1882339
Tessaracoccus arenae	1795307
Tessaracoccus bendigoensis	72764
Tessaracoccus defluvii	1285901
Tessaracoccus flavescens	399497
Tessaracoccus flavus	1610493
Tessaracoccus lapidicaptus	1427523
Tessaracoccus lubricantis	545543
Tessaracoccus massiliensis	1522311
Tessaracoccus oleiagri	686624
Tessaracoccus profundi	566569
Tessaracoccus rhinocerotis	1689449
Testudinibacter aquarius	1524974
Tetracoccus cechii	56057
Tetragenococcus doogicus	283640
Tetragenococcus halophilus	51669
Tetragenococcus halophilus	1513897
Tetragenococcus koreensis	290335
Tetragenococcus muriaticus	64642
Tetragenococcus osmophilus	526944
Tetragenococcus solitarius	71453
Tetrasphaera australiensis	99480
Tetrasphaera duodecadis	173053
Tetrasphaera elongata	1193181
Tetrasphaera japonica	99481
Tetrasphaera jenkinsii	330834
Tetrasphaera remsis	407159
Tetrasphaera vanveenii	330835
Tetrasphaera veronensis	330836
Texcoconibacillus texcoconensis	1095777
Thalassiella azotivora	1720260
Thalassobacillus cyri	571932
Thalassobacillus devorans	279813
Thalassobacillus hwangdonensis	546108
Thalassobacillus pellis	748008
Thalassobaculum fulvum	1633335
Thalassobaculum litoreum	1123362
Thalassobaculum salexigens	455360
Thalassobius gelatinovorus	53501
Thalassobius litorarius	1663020
Thalassobius mediterraneus	340021
Thalassocella subtropicalis	1123952
Thalassococcus halodurans	373675
Thalassococcus lentus	1210524
Thalassocola ureilytica	1590622
Thalassolituus marinus	671053
Thalassolituus oleivorans	187493
Thalassomonas actiniarum	485447
Thalassomonas haliotis	485448
Thalassomonas sediminis	392725
Thalassomonas viridans	137584
Thalassospira alkalitolerans	1293890
Thalassospira australica	1528106
Thalassospira frigidphilosprofundus	1144705
Thalassospira indica	1891279
Thalassospira lohafexi	744227
Thalassospira lucentensis	168935
Thalassospira mesophila	1293891
Thalassospira permensis	680197
Thalassospira povalilytica	732237
Thalassospira profundimaris	502049
Thalassospira tepidiphila	1177930
Thalassospira xiamenensis	220697
Thalassospira xianhensis	478503
Thalassotalea agariperforans	864068
Thalassotalea agarivorans	349064
Thalassotalea crassostreae	1763536
Thalassotalea euphylliae	1655234
Thalassotalea eurytherma	1144278
Thalassotalea fusca	1390224
Thalassotalea ganghwensis	221989
Thalassotalea loyana	280483
Thalassotalea marina	1673741
Thalassotalea montiporae	570280
Thalassotalea piscium	1230533
Thalassotalea ponticola	1523392
